timestamp,src_ip,dst_ip,protocol,length,ttl,flags,src_port,dst_port,protocol_name
1762242924.715141,192.168.1.163,10.0.0.198,17,397,64,18,31249,443,TCP
1762242957.315141,192.168.1.154,10.0.0.91,17,283,62,18,62527,80,UDP
1762242902.315141,192.168.1.42,10.0.0.236,6,203,72,18,48012,443,UDP
1762242885.815141,192.168.1.192,10.0.0.134,6,564,60,2,28564,22,UDP
1762242907.615141,192.168.1.27,10.0.0.84,17,509,66,16,6720,443,UDP
1762242932.615141,192.168.1.160,10.0.0.172,17,545,69,16,27049,80,UDP
1762242945.315141,192.168.1.245,10.0.0.118,6,541,63,18,30874,443,TCP
1762242951.315141,192.168.1.69,10.0.0.133,6,813,70,24,22066,443,UDP
1762242955.815141,192.168.1.29,10.0.0.117,17,470,72,18,3911,80,UDP
1762242971.115141,192.168.1.71,10.0.0.7,17,488,55,24,22459,80,UDP
1762242955.415141,192.168.1.168,10.0.0.137,6,406,70,16,62882,8080,UDP
1762242920.215141,192.168.1.2,10.0.0.86,17,481,63,2,46536,22,UDP
1762242938.815141,192.168.1.32,10.0.0.89,17,582,69,24,30146,80,TCP
1762242938.715141,192.168.1.66,10.0.0.42,17,641,61,24,63060,8080,UDP
1762242923.915141,192.168.1.153,10.0.0.109,17,535,62,18,8861,443,TCP
1762242913.015141,192.168.1.126,10.0.0.46,17,582,60,18,32110,80,TCP
1762242960.715141,192.168.1.231,10.0.0.86,6,699,63,18,30344,22,TCP
1762242951.115141,192.168.1.10,10.0.0.240,17,835,56,2,44264,22,TCP
1762242898.815141,192.168.1.135,10.0.0.165,17,698,66,18,27705,8080,UDP
1762242932.415141,192.168.1.253,10.0.0.151,6,581,68,16,62846,22,UDP
1762242926.515141,192.168.1.128,10.0.0.40,6,406,53,24,52821,22,TCP
1762242929.415141,192.168.1.61,10.0.0.133,6,647,73,24,23219,443,TCP
1762242915.115141,192.168.1.214,10.0.0.26,17,441,73,18,22188,443,UDP
1762242925.915141,192.168.1.248,10.0.0.55,17,465,73,2,62188,22,TCP
1762242904.915141,192.168.1.86,10.0.0.30,6,420,65,16,64951,22,TCP
1762242965.115141,192.168.1.117,10.0.0.8,6,805,68,2,46225,443,UDP
1762242886.415141,192.168.1.22,10.0.0.61,17,475,68,2,60119,8080,UDP
1762242944.315141,192.168.1.183,10.0.0.33,6,405,58,24,60237,22,TCP
1762242969.115141,192.168.1.141,10.0.0.162,6,319,64,2,16929,443,UDP
1762242931.815141,192.168.1.95,10.0.0.161,6,615,62,16,30817,22,TCP
1762242892.315141,192.168.1.54,10.0.0.201,17,382,62,18,41732,22,TCP
1762242956.215141,192.168.1.46,10.0.0.63,6,844,70,18,52437,80,TCP
1762242903.815141,192.168.1.231,10.0.0.75,6,574,57,24,41769,443,TCP
1762242943.715141,192.168.1.145,10.0.0.185,6,527,79,2,49092,443,UDP
1762242940.415141,192.168.1.170,10.0.0.153,17,619,71,24,60005,80,TCP
1762242970.515141,192.168.1.240,10.0.0.213,17,795,68,2,2025,8080,UDP
1762242950.315141,192.168.1.39,10.0.0.225,17,497,53,2,39220,22,TCP
1762242923.515141,192.168.1.112,10.0.0.226,17,251,62,24,25519,22,UDP
1762242910.615141,192.168.1.186,10.0.0.96,17,642,66,16,9816,22,UDP
1762242973.015141,172.16.210.68,192.168.1.226,6,64,112,99,16364,8559,UDP
1762242887.815141,192.168.1.175,10.0.0.146,17,737,60,24,44670,8080,UDP
1762242895.815141,192.168.1.124,10.0.0.11,17,519,59,2,21269,22,UDP
1762242896.715141,192.168.1.9,10.0.0.205,6,541,59,18,26240,443,UDP
1762242948.415141,192.168.1.86,10.0.0.11,17,630,66,24,20305,8080,TCP
1762242913.515141,192.168.1.160,10.0.0.45,17,388,63,18,33308,80,TCP
1762242955.515141,192.168.1.74,10.0.0.202,6,267,67,24,21947,80,TCP
1762242970.715141,192.168.1.65,10.0.0.223,17,598,59,24,48669,8080,TCP
1762242923.115141,192.168.1.104,10.0.0.6,17,499,63,16,53798,443,UDP
1762242976.815141,172.16.56.39,192.168.1.203,17,1500,103,254,60202,43430,UDP
1762242966.915141,192.168.1.167,10.0.0.135,6,549,58,24,13656,8080,UDP
1762242980.115141,172.16.238.132,192.168.1.159,17,64,41,28,48616,50096,TCP
1762242891.215141,192.168.1.175,10.0.0.178,6,575,63,16,15046,22,TCP
1762242953.415141,192.168.1.220,10.0.0.46,6,316,61,2,53373,80,TCP
1762242891.115141,192.168.1.8,10.0.0.60,17,521,64,16,19772,443,TCP
1762242910.415141,192.168.1.62,10.0.0.25,6,380,62,24,52088,443,UDP
1762242886.915141,192.168.1.219,10.0.0.213,17,304,60,2,21835,443,UDP
1762242945.215141,192.168.1.140,10.0.0.97,6,409,60,18,2103,80,UDP
1762242956.115141,192.168.1.95,10.0.0.35,17,270,68,2,37878,80,UDP
1762242972.815141,192.168.1.39,10.0.0.197,17,292,70,16,9358,8080,UDP
1762242922.015141,192.168.1.152,10.0.0.214,6,534,67,16,1531,80,TCP
1762242982.515141,172.16.127.6,192.168.1.72,6,64,106,245,40737,18563,UDP
1762242900.415141,192.168.1.219,10.0.0.113,6,328,68,24,64162,22,TCP
1762242946.615141,192.168.1.237,10.0.0.5,17,431,60,18,3055,8080,TCP
1762242909.615141,192.168.1.59,10.0.0.203,17,606,70,16,41898,80,TCP
1762242898.915141,192.168.1.201,10.0.0.202,17,563,73,2,25012,22,UDP
1762242964.515141,192.168.1.128,10.0.0.222,6,550,58,16,6646,22,UDP
1762242974.015141,172.16.175.53,192.168.1.93,17,64,65,142,47916,39644,ICMP
1762242934.915141,192.168.1.234,10.0.0.188,6,396,62,2,20182,8080,TCP
1762242937.415141,192.168.1.173,10.0.0.30,6,309,71,18,37157,8080,UDP
1762242893.715141,192.168.1.95,10.0.0.115,17,176,65,18,14690,22,UDP
1762242887.415141,192.168.1.208,10.0.0.227,6,606,64,24,60076,22,UDP
1762242937.115141,192.168.1.135,10.0.0.229,17,853,63,16,12805,8080,UDP
1762242951.515141,192.168.1.34,10.0.0.37,17,457,57,16,44918,80,UDP
1762242931.115141,192.168.1.233,10.0.0.37,6,425,68,2,32121,22,UDP
1762242887.315141,192.168.1.188,10.0.0.164,6,176,62,16,54307,8080,UDP
1762242942.715141,192.168.1.55,10.0.0.111,17,640,65,16,59885,22,TCP
1762242976.615141,172.16.12.119,192.168.1.91,6,64,128,209,6842,65473,TCP
1762242896.015141,192.168.1.41,10.0.0.26,17,317,58,24,15276,80,UDP
1762242901.815141,192.168.1.27,10.0.0.123,17,434,69,18,41061,443,UDP
1762242964.615141,192.168.1.52,10.0.0.166,6,565,64,18,58228,443,TCP
1762242932.315141,192.168.1.191,10.0.0.5,6,840,62,24,20651,8080,UDP
1762242914.115141,192.168.1.203,10.0.0.121,6,601,68,16,37410,8080,TCP
1762242974.915141,172.16.240.98,192.168.1.248,6,64,101,241,14622,44444,TCP
1762242934.615141,192.168.1.194,10.0.0.49,17,452,68,16,62101,22,UDP
1762242967.715141,192.168.1.235,10.0.0.215,17,627,65,16,54799,443,UDP
1762242936.515141,192.168.1.50,10.0.0.60,17,520,53,24,47442,22,UDP
1762242907.115141,192.168.1.231,10.0.0.184,17,503,60,2,35699,22,UDP
1762242886.315141,192.168.1.58,10.0.0.173,6,411,63,2,25233,80,UDP
1762242888.315141,192.168.1.244,10.0.0.143,6,428,63,2,43103,22,TCP
1762242931.315141,192.168.1.24,10.0.0.139,6,555,63,18,5699,80,UDP
1762242911.615141,192.168.1.184,10.0.0.21,6,507,67,2,56624,22,TCP
1762242959.015141,192.168.1.217,10.0.0.177,17,657,54,18,35674,80,TCP
1762242940.315141,192.168.1.180,10.0.0.225,6,659,67,18,42822,443,UDP
1762242932.015141,192.168.1.188,10.0.0.178,6,368,66,2,39895,8080,TCP
1762242899.115141,192.168.1.12,10.0.0.83,6,571,67,24,25728,443,UDP
1762242900.715141,192.168.1.227,10.0.0.34,6,445,66,16,41323,8080,UDP
1762242947.015141,192.168.1.189,10.0.0.76,6,628,70,16,59909,22,TCP
